Price,Address,Bedrooms,Baths,Area
925000,"5 Kilgobbin Lawn, Stepaside, Stepaside, Dublin 18",4,3,169
375000,"79 Burnell Square, Malahide Road, D17YP28, Northern Cross",2,2,
490000,"1 Walker's Cottages, Ranelagh, Ranelagh, Dublin 6",2,1,82
325000,"337 Bunratty Road, Coolock, Coolock, Dublin 5",3,1,85
324950,"61 Walkinstown Avenue, Walkinstown, Dublin 12",3,1,
425000,"303 Castleforbes Square, Castleforbes Road, Dublin 1",2,2,90
995000,"38 Merlyn Road, Ballsbridge, Dublin 4",4,1,173
350000,"4 Leinster Street East, North Strand, North Strand, Dublin 3",3,1,88
335000,"41 Willows Drive, Clonsilla, Hartstown, Dublin 15",3,2,100
600000,"118 Dorset Street Upper, Dublin 1",4,2,148
324950,"19 Kilfenora Road, Kimmage, Dublin 12",2,1,
360000,"Apartment 122, The Lighthouse, Church Road, East Wall, Dublin 3",2,2,
535000,"3 Martin Grove, Blackhorse Avenue, Dublin 7",3,3,126
360000,"32 Grangemore Grove, Donaghmede, Donaghmede, Dublin 13",3,1,79
325000,"12 Clonshaugh Glen, Clonshaugh, Dublin 17",3,2,97
365000,"32 Drumcliffe Road, Cabra, D07, Dublin 7",2,1,60
1795000,"Newhaven, Marlborough Park, Glenageary, Co. Dublin",5,4,236
475000,"12 O'Carolan Road, The Tenters, Dublin 8",3,2,83
625000,"Rooftops, 7 Waltersland Road, Stillorgan, Co. Dublin",3,1,118
475000,"23 Ailesbury Mews, Sandymount, Dublin 4",2,1,74
320000,"10 Cavalry Row, Dublin 7",2,1,
470000,"Apartment 95, Block B, Smithfield Market, Smithfield, Dublin 7",2,2,
320000,"5 Newlands Road, Clondalkin, Dublin 22",3,2,
620000,"11 & 12 Wilson Terrace, Hanbury Lane, Dublin 8",6,2,
410000,"30 Murtagh Road, Stoneybatter, Stoneybatter, Dublin 7",2,1,64
250000,"68 Cherrywood Grove, Clondalkin, Clondalkin, Dublin 22",3,1,71
370000,"12 Ivar Street, Stoneybatter, Stoneybatter, Dublin 7",2,1,57
925000,"14 Stradbrook Grove, Blackrock, Co. Dublin",5,3,156
225000,"15 Sheepmoor Grove, Blanchardstown, Dublin 15",3,1,85
1800000,"12 Merton Road, Rathmines, Dublin 6",5,2,217
625000,"14 Wellpark Avenue, Drumcondra, Dublin 9",2,1,100
425000,"30 Avondale Avenue, Phibsborough, Dublin 7",2,1,
600000,"45 & 60 Wintergardens, Pearse Street, Dublin 2",2,2,
425000,"36 The Courtyard, Fortfield Square, College Drive, Terenure, Dublin 6",2,2,77
480000,"32 Brookwood Crescent, Artane, Dublin 5",3,1,95
625000,"21 St. Assams Road West, Raheny, Dublin 5",3,2,115
580000,"21 Pelletstown Avenue, Ashtown, Dublin 15",5,4,
310000,"9 Saint Joseph's Place, Prussia Street, Stoneybatter, Dublin 7",2,1,56
925000,"29 Clare Road, Drumcondra, Dublin 9",4,1,116
850000,"2 Kilteragh Pines, Off Westminster Road, Foxrock, Dublin 18",3,2,190
365000,"5 Slaney House, Custom House Square, IFSC, Dublin 1",2,1,67
474950,"11 Grange Terrace, Deans Grange, Co. Dublin",2,1,72
375000,"1 Castlepark Residence, Castlepark Road, Dalkey, Co. Dublin",1,1,50
375000,"55 St Mary's Road, East Wall, Dublin 3",3,2,104
265000,"50 Saint John's Close, Clondalkin, Clondalkin, Dublin 22",2,1,
269950,"Apartment 182, Block C, Lymewood Mews, Northwood, Santry, Dublin 9",2,2,
230000,"44 Rossmore Road, Ballyfermot, Dublin 10",2,1,78
3500000,"15 Edward Square, Bloomfield Avenue, Donnybrook, Dublin 4",4,4,382
215000,"20 Brabazon Square, The Coombe, Dublin 8",2,1,35
525000,"15 Riverwood Green, Castleknock, Castleknock, Dublin 15",3,3,117
575000,"13 Saint Mary's Street, Dun Laoghaire, Co. Dublin",2,1,86
575000,"9 Saint Thomas Road, South Circular Road, South Circular Road, Dublin 8",3,2,91
450000,"Apartment G, Coliemore Apartments, Dalkey, Co. Dublin",1,1,74
795000,"11 Knockcree, Carrickmines, Dublin 18",5,3,226
395000,"58 Beechwood Court, Stillorgan, Co. Dublin",2,2,65
320000,"131 Windmill Park, Crumlin, D12X6X2, Dublin 12",3,2,
365000,"10 Northbrook Avenue Upper, North Strand, Dublin 3",3,1,80
150000,"16 Carrigmore Grove, Aylesbury, Tallaght, Dublin 24",,,02
300000,"2 Carrigmore Park, Tallaght, Dublin 24",,,025
529950,"Apartment 30, Belville Court, Johnstown Road, Dun Laoghaire, Co. Dublin",3,2,93
235000,"Apartment 59, Pier 19, Dublin 8",1,1,45
395000,"135 St Saint Columbanus Road, Dundrum, Dublin 14",2,1,65
450000,"6 Rathsallagh Grove, Shankill, Dublin 18",4,4,114
450000,"26 Riverwood Grove, Castleknock, Dublin 15",3,3,98
395000,"Apartment 107, Block A Grande Central, Rockbrook, Sandyford, Dublin 18",2,2,79
395000,"51 Balfe Road, Walkinstown, Walkinstown, Dublin 12",3,1,80
625000,"2B Woodlands Road, Cabinteely, Dublin 18",3,2,120
395000,"3 Convent Road, Dun Laoghaire, Co. Dublin",2,2,65
465000,"72 Park Drive Green, Castleknock, Dublin 15",3,2,84
279000,"Apartment 6, Manor Hall, Mount Brown, Kilmainham, Dublin 8",2,1,
240000,"Apartment 39, Westend Village, Blanchardstown, Dublin 15",2,1,
295000,"Apartment 11, Burnell Court, Mayne River Avenue, Clarehall, Dublin 13",2,2,66
625000,"20 Fonthill Park, Rathfarnham, Rathfarnham, Dublin 14",4,2,144
549950,"61 Rathlyon Grove, Ballycullen, Dublin 24",5,3,
475000,"21 Burton House, Custom House Square, IFSC, Dublin 1",2,2,
290000,"Apartment 181, Block C, Santry, Dublin 9",2,2,75
299950,"485A Bluebell Avenue, Bluebell, Bluebell, Dublin 12",3,2,
295000,"51 Mulroy Road, Cabra West, Cabra, Dublin 7",2,1,
495000,"1 Glasilawn Avenue, Glasnevin, Glasnevin, Dublin 11",3,1,115
350000,"26 Saint John's Gate, Clondalkin, Clondalkin, Dublin 22",3,1,138
415000,"21 Seamount, Booterstown, Co. Dublin",2,2,71
545000,"244 Foxrock Grove, Foxrock, Dublin 18",2,1,67
400000,"3 Moss Cottages, Enniskerry Road, Kilternan, Dublin 18",2,1,72
780000,"Ivanhoe, Bird Avenue, Clonskeagh, Dublin 14",3,1,105
395000,"74 Cherrywood, Loughlinstown, Co. Dublin",2,1,69
550000,"59 Brookwood Avenue, Artane, Artane, Dublin 5",3,2,100
325000,"33 Clanmaurice Road, Donnycarney, Dublin 3",3,1,73
575000,"53 Willington Crescent, Templeogue, Dublin 6W",3,1,
299000,"356 Captains Road, Crumlin, Dublin 12",2,1,
745000,"7 Clonkeen Drive Foxrock Dublin 18, Foxrock, Dublin 18",4,1,138
595000,"52 Woodview Mount Merrion Avenue Blackrock, Blackrock, Co. Dublin",2,2,76
550000,"18 Arkendale Woods Arkendale Road Glenageary, Glenageary, Co. Dublin",3,2,80
355000,"Apartment 1, Littlewood, Belarmine Avenue, Stepaside, Dublin 18",2,2,79
370000,"35 Saint Mochta's Road, Clonsilla, Dublin 15",3,2,98
295000,"6 Boulevard, Ballentree Village, Tyrrelstown, Dublin 15",4,3,120
975000,"28 Ardagh Crescent, Blackrock, Co. Dublin",4,3,203
225000,"4B Rainsford Avenue, Dublin 8",1,1,40
295000,"4 Boulevard, Ballentree Village, Tyrrelstown, Dublin 15",4,3,
199950,"Apartment 5, Rosebank View, Ninth Lock Road, Clondalkin, Dublin 22",2,2,67
475000,"53 Marrsfield Avenue, Belltree, Clongriffin, Dublin 13",4,2,138
220000,"63A Belcamp Avenue, Coolock, Priorswood, Dublin 17",3,2,93
840000,"17 Greenmount Court, Harold's Cross Road, Harold's Cross, Dublin 6",3,3,140
390000,"4 Burn Side, Magenta Crescent, Santry, Dublin 9",3,3,82
420000,"31 Mount Symon Lawn, Clonsilla, Clonsilla, Dublin 15",4,3,133
400000,"12 Portersgate Drive, Clonsilla, Clonsilla, Dublin 15",4,3,145
290000,"73 Maplewood Park, Springfield, Tallaght, Dublin 24",3,1,79
1100000,"52 Foxrock Manor, Foxrock, Dublin 18",4,3,155
445000,"15 Hazelbrook, Upper Kilmacud Road, Kilmacud, Co. Dublin",2,2,75
295000,"Chimneys, 32 Alpine Rise, Belgard, Tallaght, Tallaght, Dublin 24",3,1,96
400000,"485 North Circular Road, Dublin 7",3,1,106
2500000,"Saint Christophers, 101 Howth Road, Howth, Dublin 13",5,6,400
350000,"30 Pineview Rise, Aylesbury, Tallaght, Dublin 24",3,1,88
485000,"14 Leopardstown Abbey, Carrickmines, Leopardstown, Dublin 18",4,3,119
299950,"208 Beacon One, Sandyford, Dublin 18",1,1,
390000,"54 Castlemoyne, Balgriffin, Balgriffin, Dublin 13",3,3,117
345000,"Apartment 68, 25 Wolfe Tone Street, Dublin 1",2,1,60
,"Whitegate, Sandyford Road, Sandyford, Dublin 18",,,03
370000,"12 Hollywell, Poppintree Park Lane West, Poppintree, Dublin 11",4,3,116
995000,"9 Monkstown Road, Monkstown, Co. Dublin",4,3,
495000,"295 Nutgrove Avenue, Churchtown, Dublin 14",3,1,80
835000,"11 Avondale Lawn, Blackrock, Co. Dublin",4,1,131
99950,"Rear of 504 North Circular Road, Dublin 1",,,001
290000,"4 Woodford Villas, Clondalkin, Clondalkin, Dublin 22",3,1,
450000,"1, Verville Court, Vernon Avenue, Clontarf, Dublin 3",3,2,112
500000,"Penthouse 614 Cubes 1 Beacon South Quarter Sandyford Dublin 18, Sandyford, Dublin 18",3,2,169
345000,"418 Olcovar, Shankill, Dublin 18",2,2,66
875000,"40 Elkwood, Rathfarnham, Dublin 16",4,4,172
625000,"73 Greentrees Road, Manor Estate, Perrystown, Dublin 12",5,1,153
385000,"20 Treepark Drive, Tallaght, Dublin 24",3,2,101
365000,"430 Olcovar, Shankill, Dublin 18",2,2,84
395000,"23 Oaklands Crescent, Highfield Road, Rathgar, Dublin 6",2,1,76
350000,"3 Holywell Avenue, Donaghmede, Dublin 13",3,1,76
495000,"7 Railway Road, Dalkey, Co. Dublin",1,2,69
399950,"36 Saint Mary's Road North, East Wall, East Wall, Dublin 3",3,1,93
415000,"485 North Circular Road, Dublin 7",3,2,106
315000,"2 Block 6, Clarion Quay, IFSC, Co. Dublin",1,1,47
1050000,"2 Stradbrook Hall, Blackrock, Co. Dublin",4,3,160
275000,"Apartment 11, Woodleigh Ash, Highfield Road, Rathgar, Dublin 6",1,1,45
400000,"Apartment 1, 5 Upper George's Street, Dun Laoghaire, Co. Dublin",1,1,67
365000,"Apartment 2, 5 Upper George's Street, Dun Laoghaire, Co. Dublin",1,1,66
550000,"Apartment 3, 5 Upper George's Street, Dun Laoghaire, Co. Dublin",2,1,66
250000,"Apartment 20, Ashurst, Blackrock, Co. Dublin",,,41
292000,"71 Annagh Court, Waterville, Blanchardstown, Dublin 15",2,2,83
275000,"7 Deerpark Way, Kiltipper, Kiltipper, Dublin 24",3,3,88
265000,"14 Belfry Road, Citywest, Co. Dublin",2,2,68
525000,"121 Larkfield Grove, Harold's Cross, Harold's Cross, Dublin 6",3,3,100
495000,"14 Glencairn Court, The Gallops, Leopardstown, Dublin 18",3,2,115
1200000,"25 Beechwood Avenue Upper, Ranelagh, Dublin 6",4,,135
225000,"56 Third Avenue, Dublin 1",1,1,47
250000,"21 Brabazon Square, Dublin 8",1,1,38
264950,"Apartment 75, Ivy Exchange, Dublin 1",1,1,
324950,"40 Rathdrum Road, Crumlin, Dublin 12",2,1,
249950,"50 Galtymore Drive, Drimnagh, Dublin 12",2,1,
340000,"40 Lohunda Park, Clonsilla, Clonsilla, Dublin 15",4,1,107
550000,"3 Brompton Green, Castleknock, Dublin 15",4,2,123
235000,"Apartment 19, Lisin Glen, Ballyboggan Road, Glasnevin, Dublin 11",2,1,
290000,"Apartment 6, 39/40 Dorset Street Upper, Dublin 1",2,1,73
775000,"47 Cedarmount Road, Mount Merrion, Co. Dublin",4,2,155
395000,"Apartment 24, Littlewood, Belarmine Avenue, Stepaside, Dublin 18",2,3,86
525000,"8 Saint Enda's Road, Terenure, Dublin 6W",2,2,92
645000,"17 Castlefield Court, Knocklyon, Knocklyon, Dublin 16",5,3,154
395000,"78 Sycamore Road, Finglas, Glasnevin, Dublin 11",3,2,91
750000,"4 Oakley Park, Clontarf, Clontarf, Dublin 3",3,2,140
285000,"219 Sarsfield Road, Inchicore, Ballyfermot, Dublin 10",2,2,77
399950,"35 Dowland Road, Walkinstown, Dublin 12",3,2,
285000,"Apartment 19, Rosevale Apartments, Howth Road, Raheny, Dublin 5",2,1,65
285000,"71 Alderwood Avenue, Springfield, Tallaght, Dublin 24",3,1,
320000,"Apartment 26, Swift Hall, Castleknock, Dublin 15",2,2,72
240000,"Apartment 217, Block 5, Parklands, Northwood, Santry, Dublin 9",2,1,56
250000,"39 Foxdene Avenue, Lucan, Co. Dublin",3,2,87
270000,"44 Ballentree Crescent, Tyrellstown, Tyrrelstown, Dublin 15",3,3,78
600000,"118 Dorset Street Upper, Dublin 1",4,2,148
345000,"48 Homelawn Road, Tallaght, Dublin 24",3,1,80
625000,"33 Templeroan Avenue, Knocklyon, Dublin 16",3,,128
525000,"153 Moyville, Rathfarnham, Dublin 16",4,1,111
700000,"33 Garville Lane, Rathgar, Dublin 6",3,2,117
325000,"23 Durrow Road, Crumlin, Dublin 12",2,1,62
425000,"44 Elm Road, Donnycarney, Dublin 9",4,1,91
800000,"3 Barnhill Park, Saval Park Road, Dalkey, Co. Dublin",3,2,124
285000,"197 Castleforbes Square, Block D, North Dock, Dublin 1",1,1,46
295000,"182 Kildare Road, Crumlin, Crumlin, Dublin 12",2,2,74
230000,"Apartment 22, Cassian Court South, Ashtown, Dublin 15",1,1,47
335000,"30 BLOCK B2, Bow Bridge Place, Dublin 8",2,2,89
250000,"Apartment 107, Block A, Blackhall Square, Stoneybatter, Dublin 7",1,1,46
225000,"217 Cooley Road, Drimnagh, Dublin 12",2,1,
375000,"19 Pineview Rise, Aylesbury, Dublin 24",3,3,97
475000,"36 Saint Ignatius Road, Phibsborough, Dublin 7",2,1,83
650000,"91 Wainsfort Road, Terenure, Dublin 6",3,1,115
450000,"10 Whitehall Park, Terenure, Dublin 6",3,2,91
255000,"12 Main Street, Ongar Village, Ongar, Dublin 15",3,2,
275000,"51 Kilbarron Park, Kilmore, Kilmore, Dublin 5",4,3,103
295000,"Apartment 60, Windmill Terrace, Clonsilla, Dublin 15",2,2,
385000,"75 Forestwood Avenue, Santry, Santry, Dublin 9",3,2,88
395000,"133 Oliver Plunkett Avenue, Stella Gardens, Ringsend, Dublin 4",2,1,57
525000,"1A Lomond Avenue, Fairview, Fairview, Dublin 3",3,2,114
424950,"Apartment 73, Shanagarry, Milltown, Dublin 6",2,1,
895000,"50 Cabra Road, Phibsborough, Dublin 7",5,2,263
375000,"113A Seapark Drive, Clontarf, Clontarf, Dublin 3",1,1,38
239000,"20 Ballentree Grove, Tyrellstown, Tyrrelstown, Dublin 15",2,2,80
265000,"22 Ballentree Grove, Tyrellstown, Tyrrelstown, Dublin 15",3,2,85
225000,"Apartment 24, Discovery, Ashtown, Dublin 15",1,1,41
1475000,"68 Sandford Road, Ranelagh, Ranelagh, Dublin 6",6,6,299
290000,"14 Emerald Square, Dolphin's Barn, Dublin 8",2,1,54
590000,"56 Churchtown Road Lower, Churchtown, Dublin 14",3,2,90
315000,"1 Cassian Court East, Phelan Avenue, Royal Canal Park, Ashtown, Dublin 15",3,2,92
420000,"5 Castleknock Brook, Laurel Lodge, Castleknock, Dublin 15",3,2,89
230000,"Flat 1B, Bedford Court, Kimmage, Dublin 6W",1,1,45
339950,"91 Briarfield Grove, Kilbarrack, Kilbarrack, Dublin 5",4,1,
725000,"43 Ashfield, Templeogue, Templeogue, Dublin 6W",4,2,
290000,"101 Latchford Square, Castaheany, Clonee, Dublin 15",2,2,69
320000,"Apartment 56, The Ash, Parkview, Stepaside, Dublin 18",2,2,80
850000,"17 The Rise Barnhill Road Dalkey, Dalkey, Co. Dublin",4,2,120
750000,"11 Northumberland Place, Ballsbridge, Ballsbridge, Dublin 4",3,2,96
525000,"104 Clonliffe Road, Drumcondra, Dublin 3",3,1,82
375000,"13 St. Finbar Road, Cabra West, Dublin 7",3,1,
395000,"28 Castledawson, Sion Hill, Blackrock, Co. Dublin",2,1,62
725000,"48 Lynwood, Dundrum, Dundrum, Dublin 14",4,2,138
329950,"Apartment 6, Ridge Hall, Ballybrack, Co. Dublin",2,2,77
375000,"69 Red Arches Road, Baldoyle, Dublin 13",3,2,105
400000,"17 Cathedral View Walk, Dublin 8",3,1,81
2450000,"21 Pembroke Park Ballsbridge Dublin 4, Ballsbridge, Dublin 4",5,4,269
360000,"53 Saint John's Well Way, Kilmainham, Kilmainham, Dublin 8",2,2,85
425000,"Apartment 26, Fortwilliam, Blackrock, Co. Dublin",2,1,82
229950,"54 Seagrave Drive, Finglas, Finglas, Dublin 11",2,2,54
335000,"130 Rusheeney View, Clonsilla, Clonsilla, Dublin 15",3,3,114
199950,"Apartment 47, Moynihan Court, Tallaght, Dublin 24",2,1,50
275000,"4 Maplewood Road, Tallaght, Tallaght, Dublin 24",3,1,82
495000,"50 Strandville Avenue, North Strand, Dublin 3",3,1,86
475000,"126 Dorney Court, Shankill, Dublin 18",3,1,93
595000,"10 Wolseley Street, Dublin 8",3,2,120
340000,"2, 32 Cook Street, Christchurch, Dublin 8",2,2,78
175000,"Apartment 63, Bachelors Walk Apartments, Dublin 1",,,31
1050000,"16 Railway Cottages, Sandymount, Sandymount, Dublin 4",3,3,206
245000,"16 Stralem Court, Ongar Park, Ongar, Dublin 15",2,2,90
315000,"12 Monksfield Lawn, Clondalkin, Clondalkin, Dublin 22",4,2,116
495000,"50 Strandville Avenue, North Strand, North Strand, Dublin 3",3,1,86
685000,"7 Alma Park, Monkstown, Co. Dublin",3,2,92
525000,"40 Westbourne Lodge, Knocklyon, Knocklyon, Dublin 16",3,2,104
895000,"24 Grand Canal Street Lower, Dublin 2",3,3,151
950000,"55 Whitehall Road, Terenure, Terenure, Dublin 6",5,3,260
225000,"Apartment 3, The Sycamores, Clonshaugh, Dublin 17",2,1,57
395000,"15 Bessborough Avenue, D03, Dublin 3",2,1,89
325000,"123 Grace Park Manor, Drumcondra, Dublin 9",1,2,78
340000,"64 Shantalla Road, Beaumont, Dublin 9",3,2,92
3950000,"Glenart, Glenart, 7 Hillside Drive, Castle Park, Rathfarnham, Dublin 14",7,10,740
695000,"83 Pine Valley Avenue Rathfarnham Dublin 16, Rathfarnham, Dublin 16",4,2,139
375000,"Apartment 34, Scarlet Row, Dublin 8",2,1,
245000,"48 The Concert Building, Park West Avenue, Park West, Dublin 12",2,2,80
580000,"Apartment 13, Block J, Hanover Riverside, Dublin 2",2,2,74
180000,"Apartment 2, Green View, Blanchardstown, Dublin 15",1,1,42
695000,"5 Sutton Park, Sutton, Sutton, Dublin 13",4,2,137
495000,"17 Hollystown Park, Hollystown, Dublin 15",3,3,195
250000,"1 Thornberry Square, Clonee, Dublin 15",2,1,70
395000,"70 Block A, Smithfield Market, Smithfield, Dublin 7",2,2,81
320000,"43 Glenealy Road, Crumlin, Crumlin, Dublin 12",2,1,77
495000,"5 Gracefield Road, Artane, Artane, Dublin 5",3,1,115
365000,"Garryowen, 46 Kilmore Drive, Artane, Dublin 5",3,2,104
845000,"243 Lower Kilmacud Road, Goatstown, Dublin 14",5,3,140
295000,"2 Belgree Crescent, Tyrrelstown, Dublin 15",3,2,
394950,"31 Levmoss Avenue, The Gallops, Leopardstown, Dublin 18",2,2,80
325000,"11C Blessington Lane, Phibsborough, Dublin 7",1,1,66
370000,"Apartment 2, Blackthorn Hall, Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",3,2,96
865000,"6 Melfort, Blackrock, Co. Dublin",4,4,174
399950,"79 Thomas Moore Road, Walkinstown, Dublin 12",3,1,
395000,"40 Belfield Park, Blackrock, Co. Dublin",2,1,73
375000,"Apartment 94, Bracken Hill, Sandyford, Dublin 18",3,2,100
249000,"9A Knockmore Drive, Tallaght, Tallaght, Dublin 24",3,1,88
850000,"1 Waterfall Avenue, Richmond Road, Drumcondra, Dublin 3",9,6,227
545000,"1C Havelock Place, Sandymount, Dublin 4",2,1,58
525000,"52 Hunters Walk, Hunters Wood, Ballycullen, Dublin 24",4,3,129
224950,"Apartment 115, Jervis Place, Dublin 1",1,1,
249950,"Apartment 36, Liberty Court Apartments, Dublin 8",1,1,47
550000,"7 Mount Eagle Rise, Leopardstown Heights, Leopardstown, Dublin 18",3,2,88
299950,"44 Brickfield Drive, Crumlin, Crumlin, Dublin 12",3,1,
535000,"25 Sandyford Downs, Sandyford, Sandyford, Dublin 18",3,2,117
300000,"52 Bertram Court, Lamb Alley, Christchurch, Dublin 8",2,1,45
795000,"23 Duncarraig, Sutton, Dublin 13",3,2,150
1700000,"4 Eglinton Park, Donnybrook, Dublin 4",5,3,225
415000,"Apartment 4, Churchfields, Clontarf, Dublin 3",1,1,58
795000,"33A Braemor Avenue, Churchtown, Churchtown, Dublin 14",4,3,159
285000,"28 Hunters Hall, Hunters Place, Hunters Wood, Ballycullen, Dublin 16",3,2,82
1750000,"48 Dartmouth Square East, Ranelagh, Ranelagh, Dublin 6",4,1,196
395000,"6 Marino Park Avenue, Fairview, Marino, Dublin 3",3,1,93
325000,"10 Simmons Place, Dublin 1",2,2,78
1150000,"16 The Rise Barnhill Road Dalkey, Dalkey, Co. Dublin",4,3,191
260000,"131 Oakcourt Drive, Palmerstown, Dublin 20",3,1,74
495000,"106 Sorrento Road, Dalkey, Co. Dublin",1,2,76
795000,"2 Le Bas Mews, Effra Road, Rathmines, Dublin 6",3,3,100
525000,"177 Skellig House, Custom House Square, IFSC, Co. Dublin",3,3,110
725000,"24 Elkwood, Rathfarnham, Rathfarnham, Dublin 14",4,2,129
320000,"Apartment 8, Block A, The Park, Clon Brugh, Stepaside, Dublin 18",2,2,71
524950,"96 Rosemount Estate, Dundrum, Dundrum, Dublin 14",3,2,117
850000,"Shamrock lodgeBarnhill Ave, Dalkey, Co. Dublin",,,005
395000,"107 Shelmartin Avenue, Marino, Marino, Dublin 3",3,1,
298000,"105 Parkgate Place, Parkgate Street, Islandbridge, Dublin 8",1,1,50
270000,"15 Sundale Road, Tallaght, Dublin 24",3,1,
185000,"1 Cedar Brook Way, Cherry Orchard, Cherry Orchard, Dublin 22",1,1,51
245000,"41 Aran Court, Blanchardstown, Blanchardstown, Dublin 15",2,2,75
290000,"20D Rathborne Way, Ashtown, Ashtown, Dublin 15",2,2,75
275000,"Apartment 198, Block 4, Parklands, Northwood, Santry, Dublin 9",2,2,
1225000,"26 Adelaide Street, Dun Laoghaire, Co. Dublin",10,10,280
475000,"6 Courtlands, Cabinteely, Cabinteely, Dublin 18",3,1,87
895000,"The Gate Lodge, 100 Mount Merrion Ave Blackrock, Blackrock, Co. Dublin",3,2,112
950000,"1 Orchardstown House Washington Lane Rathfarnham Dublin 14, Rathfarnham, Dublin 14",4,3,
325000,"48 Yellow Meadows Drive, Clondalkin, Clondalkin, Dublin 22",3,1,76
285000,"32 Cherry House, Mespil Estate, Ballsbridge, Dublin 4",1,1,34
445000,"97 Grianan Fidh, Aiken's Village, Sandyford, Dublin 18",3,3,87
725000,"323 Howth Road, Raheny, Dublin 5",5,2,136
385000,"34 Great Western Villas, Phibsborough, Dublin 7",2,1,62
235000,"Apartment 32, Discovery, Ashtown, Dublin 15",1,1,49
275000,"45 Parkgate Place, Islandbridge, Dublin 8",1,1,50
485000,"Apartment 20, Cedar Hall, Millbrook Court, Milltown, Dublin 6",2,2,89
595000,"47a Sycamore Avenue, Castleknock, Dublin 15",3,3,96
525000,"20 Fitzwilliam Point, Ringsend, Dublin 4",2,2,80
725000,"50 Deerpark Road, Mount Merrion, Co. Dublin",3,2,105
424950,"Apartment 73, Shanagarry, Milltown, Dublin 6",2,1,
450000,"87 Bushy Park House, Terenure, Dublin 6W",2,2,75
210000,"1 Beaconsfield Court, Inchicore Road, Kilmainham, Dublin 8",1,1,41
349950,"54 Niall Street, Stoneybatter, Dublin 7",2,1,
195000,"5 Rosedale Close, Clonee, Clonee, Dublin 15",1,1,51
735000,"22 Dominick Street Lower, Dublin 1, Dublin 1",10,10,372
425000,"Apartment 82, Southmede, Ballinteer Road, Dundrum, Dublin 14",2,2,67
450000,"4 The Courtyard, Grant's Row, Off Lower Mount Street, Dublin 2",2,1,73
415000,"12 Maryland, Beechfield Haven, Shankill, Dublin 18",2,1,65
1250000,"78 Lower Leeson Street South City Centre Dublin 2, Dublin 2",9,9,350
595000,"32 Cremore Lawns Glasnevin Dublin 11, Glasnevin, Dublin 11",4,1,118
295000,"122 Briarfield Road, Kilbarrack, Dublin 5",3,1,74
1450000,"Apartment 6, Park Springs, Navan Road (D7), Dublin 7",8,6,
1450000,"BROCK ART STUDIO, 17 Carysfort Avenue, Blackrock, Co. Dublin",4,2,280
585000,"8 Ennafort Drive, Raheny, Dublin 5",4,2,122
650000,"1, 2 & 3 Hunters Haven, Ballycullen, Dublin 16",4,3,
325000,"11 Ballentree Drive, Tyrrelstown, Dublin 15",4,2,
395000,"Apartment 20, Le Hunt House, Brennanstown Square, Cabinteely, Dublin 18",2,2,81
625000,"4 Kilbride Road, Killester, Killester, Dublin 5",3,3,121
1000000,"Fonthill House, 19 Fonthill Abbey, Rathfarnham, Dublin 14",6,3,339
345000,"197 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",1,1,40
285000,"Apartment 34, Gloucester Square, Dublin 1",1,1,55
460000,"28 Ratra Road, Navan Road, Dublin 7",3,1,100
260000,"16 Hampton Wood Way, Saint Margaret's Road, Finglas, Dublin 11",2,2,76
385000,"87 Adare Road, Coolock, Dublin 5",3,2,110
450000,"140A The Maples, Bird Avenue, Clonskeagh, Dublin 14",2,1,71
245000," 30, Cammock , Kilmainham, Dublin 8",1,1,42
425000,"17 Park Street, Clongriffin, Dublin 13",3,2,140
795000,"6 Hilton Mews, Harcourt Terrace, Dublin 2",3,3,138
500000,"Gamma, 2 Crosthwaite Park South, Dun Laoghaire, Co. Dublin",3,2,92
615000,"16 Templeroan Park, Templeogue, Knocklyon, Dublin 16",4,2,135
895000,"3 Cairnfort, Stepaside, Stepaside, Dublin 18",4,3,200
375000,"Apartment 106, The Cubes 1, Sandyford, Dublin 18",2,2,63
895000,"46 Priory Avenue Blackrock, Blackrock, Co. Dublin",4,2,140
950000,"Glenwood, Glenwood, 52 Howth Road, Clontarf, D03KN30, Dublin 3",5,2,183
875000,"87 The Pines, Castleknock, Castleknock, Dublin 15",4,3,149
375000,"Woodview House, 586 Woodview Cottages, Rathfarnham, Dublin 14",2,1,
365000,"2 Boolavogue Road, East Wall, East Wall, Dublin 3",2,1,68
225000,"Apartment 56, Core E, Lucan, Co. Dublin",2,2,66
350000,"5 Kiltalown Cottages, Jobstown, Jobstown, Dublin 24",,,03
425000,"113 Philomena Terrace, Stella Gardens, Irishtown, Dublin 4",2,1,73
425000,"13 Shanvarna Road, Whitehall, Dublin 9",3,1,100
695000,"16A Castleknock Dale, Laurel Lodge, Castleknock, Dublin 15",4,2,127
235000,"8 Christchurch Hall, Christchurch, High Street, Dublin 8",1,1,
795000,"300 Clontarf Road, Clontarf, Dublin 3",4,2,153
445000,"225 Richmond Court, Richmond Avenue South, Dartry, Dublin 6",2,1,71
260000,"Apartment 27, The Iona, Prospect Hill, Finglas, Dublin 11",2,2,67
575000,"13 Woodstown Dale, Knocklyon, Knocklyon, Dublin 16",4,3,1636
349950,"Apartment 47, Block B, The Courtyard, Dublin 1",2,2,
1500000,"26 Mountpleasant Square, Ranelagh, Ranelagh, Dublin 6",3,3,200
