Price,Address,Bedrooms,Baths,Area
295000,"69 Seskin View Road, Tallaght, Tallaght, Dublin 24",3,1,
1650000,"4 Waterloo Road, Ballsbridge, Ballsbridge, Dublin 4",5,3,300
280000,"63 Kirwan Street Cottages, Stoneybatter, Dublin 7",2,1,40
350000,"Apartment 76, Block C1, Belgrove Park, Clontarf, Dublin 3",2,1,69
795000,"27 Blackberry Hill, Carrickmines, Dublin 18",5,4,
425000,"6 Beech Walk, Brookwood, Rathfarnham, Dublin 14",2,1,70
235000,"28 Saint Aongus Lawn, Tallaght, Dublin 24",3,1,
335000,"19 Fitzwilliam Court Ranelagh Dublin 6, Ranelagh, Dublin 6",1,1,50
375000,"Apartment 203, Block B, Hampton Lodge, Grace Park Road, Drumcondra, Dublin 3",2,2,71
250000,"Apartment 103, Block 3, Parklands, Northwood, Santry, Dublin 9",2,2,65
295000,"7a Smithfield Market, Smithfield, Dublin 7",1,1,60
350000,"67 Saint Mary's Road North, East Wall, Dublin 3",3,1,92
495000,"Apartment 601, Longboat Quay North Apartments, Longboat Quay North Apartments, Dublin 2",2,2,77
485000,"42 Stapolin Lawns, Baldoyle, Dublin 13",3,1,102
310000,"3 St James Avenue, Drumcondra, D03, Dublin 3",4,2,87
250000,"112 Kylemore Drive, Ballyfermot, Dublin 10",2,1,66
475000,"4 Rathborne Walk, Royal Canal Park, Ashtown, Dublin 15",3,3,115
285000,"44 Avonbeg Gardens, Tallaght, Tallaght, Dublin 24",3,1,88
365000,"33 Walkinstown Park, Walkinstown, Walkinstown, Dublin 12",3,2,89
895000,"35 Lindsay Road, Glasnevin, Glasnevin, Dublin 11",3,2,149
300000,"24 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",3,3,94
715000,"45 Roselawn Road, Castleknock, Castleknock, Dublin 15",4,2,210
375000,"160 Killala Road, Cabra West, Cabra, Dublin 7",2,1,78
230000,"Apartment 7, Ashewood House, Kimmage, Dublin 12",1,1,47
255000,"62 Cherrywood Avenue, Clondalkin, Dublin 22",3,1,63
249000,"16 Rossfield Park, Tallaght, Tallaght, Dublin 24",3,2,98
309950,"14A Willow Court, Druid Valley, Cabinteely, Dublin 18",2,1,64
249950,"154 Downpatrick Road, Crumlin, Dublin 12",2,1,
495000,"11 The Crescent, Kingswood Heights, Tallaght, Dublin 24",6,3,153
425000,"12 Abbey Court, Killester, Killester, Dublin 5",3,1,95
249950,"90 Lourdes Road, Maryland, Dublin 8",2,1,
1580000,"88 Haddington Road, Ballsbridge, Dublin 4",4,2,256
370000,"81 Castaheany, Clonee, Clonee, Dublin 15",3,3,102
415000,"Apartment 87, Wyckham Point, Dundrum, Dublin 14",2,2,65
375000,"Apartment 113, The Elm, Rathfarnham, Dublin 14",2,2,70
430000,"428 Longboat Quay South, Grand Canal Dock, Dublin 2",2,2,60
475000,"6 Church View, Church Avenue, Drumcondra, Dublin 3",3,3,88
825000,"49 Kerrymount Rise, Foxrock, Dublin 18",4,3,160
400000,"52 Barnwell Woods, Hansfield, Ongar, Dublin 15",3,3,
525000,"90 Mountain View, Crinken Glen, Shankill, Dublin 18",3,2,116
515000,"1 Southdene, Monkstown, Co. Dublin",2,1,62
274950,"23 Bellgree Drive, Tyrellstown, Tyrrelstown, Dublin 15",3,3,
315000,"Apartment 17A, Pakenham, Monkstown, Co. Dublin",1,1,46
269000,"23 Westbourne Grove, Clondalkin, Dublin 22",3,1,76
795000,"35 Lansdowne Park, Ballsbridge, Dublin 4",4,2,112
375000,"76 Royston, Kimmage, Dublin 12",2,1,
245000,"Apartment 10, St Lawrence Court, St Lawrence Road, Clontarf, Dublin 3",1,1,44
295000,"25 Greenville Place, Greenville, Dublin 8",2,1,57
795000,"33 Woodbine Park Booterstown, Booterstown, Co. Dublin",4,3,165
995000,"24 Ranelagh Road Ranelagh Dublin 6, Ranelagh, Dublin 6",4,3,192
265000,"49 Northcliffe, Chapelizod, Dublin 20",2,1,52
295000,"62 Meridian Court, Ashtown, Dublin 15",2,2,
545000,"41 Luttrellstown Drive, Castleknock, Castleknock, Dublin 15",3,2,104
189950,"Apartment 2, Coultry Neighbourhood Centre, Santry, Dublin 9",2,1,
375000,"136 Oliver Plunkett Avenue, Stella Gardens, Irishtown, Dublin 4",2,1,56
285000,"Apartment 6, Seafield Court, Castle Avenue, Clontarf, Dublin 3",2,1,70
600000,"11 Marguerite Road, Glasnevin, Glasnevin, Dublin 9",4,1,126
2000000,"Vailima, Ceanchor Road, Howth, Dublin 13",3,3,164
189950,"Apartment 233, Block C, Station House, The Tramyard, Inchicore, Dublin 8",1,1,42
400000,"29 Strandville Avenue, North Strand, North Strand, Dublin 3",3,3,96
449000,"7 Charnwood Heath, Clonsilla, Clonsilla, Dublin 15",4,3,
700000,"15 Taney Crescent, Goatstown, Goatstown, Dublin 14",4,1,131
375000,"107 Walkinstown Road, Walkinstown, Dublin 12",3,1,74
390000,"19 North Great Clarence Street, Dublin 1",3,3,110
200000,"29 Riverside, Clondalkin, Dublin 22",2,1,
420000,"27 Shantalla Avenue, Beaumont, Dublin 9",3,1,111
265000,"79 Saul Road, Crumlin, Crumlin, Dublin 12",2,2,61
249950,"120 Comeragh Road, Drimnagh, Drimnagh, Dublin 12",3,1,
395000,"166 The Oak, Charleville Square, Rathfarnham, Dublin 14",2,2,70
645000,"11 The Waterfront, Hanover Quay, Grand Canal Dock, Dublin 2",2,2,78
399950,"12 Windmill Road, Crumlin, Crumlin, Dublin 12",5,1,
295000,"Apartment 2, Block 1, Richmond Hall, Richmond Road, Fairview, Dublin 3",2,2,68
395000,"Apartment 7, Haddington Square, Ballsbridge, Dublin 4",1,1,43
299950,"55 Galtymore Close, Drimnagh, Dublin 12",3,1,
285000,"105 The Distillery, Distillery Road, Drumcondra, Dublin 3",1,1,46
2750000,"12 Morehampton Road, Donnybrook, Dublin 4",6,7,428
195000,"10 Seagrave Close, Meakstown, Finglas, Dublin 11",2,1,
220000,"71 Lissadel Avenue, Drimnagh, Dublin 12",2,1,
245000,"8 Brookfield Court, Brookfield Green, Kimmage, Dublin 12",1,1,46
285000,"22 Cherry Court, Terenure, Dublin 6",1,1,43
475000,"Penthouse 40 Cluain Shee Aikens Village Sandyford Dublin 18, Sandyford, Dublin 18",3,2,144
295000,"29 Baile Na Laochra, Ballymun, Dublin 11",3,3,103
1195000,"67 Trees Road Upper, Mount Merrion, Co. Dublin",4,4,173
239000,"145 Mellowes Road, Finglas West, Finglas, Dublin 11",2,1,72
395000,"48A Ennel Drive, Artane, Artane, Dublin 5",3,3,
275000,"3 Saint Mark's Green, Clondalkin, Clondalkin, Dublin 22",3,1,
235000,"6 Railway Court, Clongriffin, Clongriffin, Dublin 13",2,1,68
374950,"35 Crumlin Park, Dublin 12",4,2,
775000,"4 Cloister Gate, Blackrock, Co. Dublin",4,3,120
345000,"Apartment 163, Meridian Court, Ashtown, Dublin 15",3,2,110
850000,"1 Abbey Close, Loreto Terrace, Rathfarnham, Dublin 14",4,3,197
320000,"1 Mallin Avenue, Dublin 8",2,2,60
650000,"9 Rawson Court, Dublin 4",3,2,129
215000,"Apartment 11, Melville Park, Finglas, Dublin 11",2,2,61
199950,"28 Stralem Mews, Ongar Village, Ongar, Dublin 15",2,2,
395000,"168A The Oaks, Belgard Heights, Tallaght, Dublin 24",4,3,152
650000,"15 Foyle Road, Fairview, Fairview, Dublin 3",3,2,100
245000,"17 Marlfield Grove, Kiltipper, Kiltipper, Dublin 24",2,2,
340000,"Apartment 8, Brooklawn, Clontarf, Dublin 3",2,1,66
595000,"9 Rathmore Villas, Terenure, Dublin 6",3,2,97
575000,"1 Parklands Road, Ballycullen, Dublin 24",4,3,188
395000,"61 Limekiln Road, Walkinstown, Walkinstown, Dublin 12",3,1,
815000,"17 Vernon Park, Clontarf, Dublin 3",3,2,122
315000,"31 Galtymore Road, Drimnagh, Drimnagh, Dublin 12",3,2,
435000,"38 Ellensborough Crescent, Kiltipper Road, Tallaght, Dublin 24",4,3,130
330000,"Apartment 53, Trinity Plaza, Dublin 2",1,1,43
240000,"Apartment 41, Block B, Old Kilmainham Village, Kilmainham, Dublin 8",1,1,42
199000,"201 Buttercup Park, Darndale, Priorswood, Dublin 17",3,1,79
549000,"5 Castlemoyne, Balgriffin, Balgriffin, Dublin 13",5,4,174
650000,"10 Ashlawn, Dundrum, Dundrum, Dublin 14",4,3,117
295000,"36 Offaly Road, Cabra, Cabra, Dublin 7",3,1,80
500000,"10 Terenure Court, Terenure Road West, Terenure, Dublin 6",2,2,87
845000,"1 The Burgage, Dalkey, Co. Dublin",3,3,111
295000,"12 Ferrycarrig Drive, Fairfield., D17V042, Coolock, Dublin 17",3,1,82
695000,"5 Glendale Park, Terenure, Dublin 12",4,1,130
500000,"5 Northcote Avenue Dun Laoghaire, Dun Laoghaire, Co. Dublin",2,1,82
995000,"11 Bellevue Park Booterstown, Booterstown, Co. Dublin",4,1,144
530000,"Apartment 504, Longboat Quay South Apartments, Grand Canal Dock, Dublin 2",3,2,91
299995,"39 Rutland Avenue, Crumlin, Dublin 12",2,1,61
1350000,"2 Rathdown Villas, Terenure, Terenure, Dublin 6",4,2,181
1050000,"16 Railway Cottages, Ballsbridge, Ballsbridge, Dublin 4",3,3,206
225000,"11 Thompson Cottages, North Circular Road, North Circular Road, Dublin 7",1,1,44
249000,"8 Wheatfields Court, Clondalkin, Dublin 22",3,1,
450000,"5 Saint Helen's Terrace, Inchicore, Dublin 8",3,1,83
245000,"2 Le Vere Terrace, Harold's Cross, Harold's Cross, Dublin 6",1,1,36
875000,"106 Templeville Road, Templeogue, Dublin 6W",4,3,222
450000,"35 Hunters Way, Ballycullen, Dublin 24",3,3,129
440000,"12 Galmoy Road, Cabra, Dublin 7",3,2,92
345000,"Apartment 123, Rockview, Blackglen Road, Sandyford, Dublin 18",3,2,90
325000,"31 Heatherview Park, Aylesbury, Tallaght, Dublin 24",3,2,94
525000,"6 Dangan Park, Kimmage Road West, Kimmage, Dublin 12",3,1,85
395000,"20 Mount Symon Close, Clonsilla, Dublin 15",4,3,133
270000,"13 Melville Court, Finglas, Dublin 11",3,3,
649000,"83 Wingfield, Enniskerry Road, Stepaside, Dublin 18",4,3,
275000,"48 Raheen Road, Tallaght, Tallaght, Dublin 24",3,1,
239950,"65 The Square, Larch Hill, Santry, Dublin 9",2,1,
345000,"41 Churchwell Road, Belmayne, Balgriffin, Dublin 13",3,3,144
300000,"2 Marino Avenue, Malahide Road, Marino, Dublin 3",3,1,85
280000,"32 Hunters Hall, Hunters Place, Hunters Wood, Ballycullen, Dublin 24",2,2,75
199000,"Apartment 104, Block A4, Geraldstown Woods, Santry, Dublin 9",2,2,
649000,"28 Botanic Road, Glasnevin, Dublin 9",4,2,135
594950,"1 Anville Drive, Stillorgan, Co. Dublin",3,3,
350000,"43 Bessborough Avenue, North Strand, Dublin 3",2,1,71
274950,"140 Le Fanu Road, Ballyfermot, Ballyfermot, Dublin 10",2,1,
250000,"3 Deanstown Drive, Finglas West, Finglas, Dublin 11",3,1,102
475000,"29 Luttrellstown Grove, Castleknock, Castleknock, Dublin 15",3,2,84
335000,"41 Edenmore Avenue, Raheny, Dublin 5",3,1,114
395000,"44 Coleraine Street, Smithfield, Dublin 7",2,1,81
395000,"5 St. Josephs Terrace, Fairview, Dublin 3",3,2,94
295000,"Apt., Apt., 88 Fairview Close, Fairview, Dublin 3",2,2,
2500000,"Kalafat House, 27 Sorrento Road, Dalkey, Co. Dublin",4,4,307
199000,"Apartment 42, Elmfield Court, Clondalkin, Dublin 22",2,1,74
1499950,"Flat 1, 14 Kenilworth Road, Rathmines, Dublin 6",8,8,190
950000,"Apartment 43, Cowper Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",3,3,135
179990,"67 Aras Na Cluaine, Clondalkin, Dublin 22",1,1,
495000,"137 Church Road East Wall Dublin 3, East Wall, Dublin 3",3,2,118
435000,"4 Cannon Mews East Beggars Bush Haddington Road Dublin 4, Ballsbridge, Dublin 4",2,1,57
340000,"44 Cill Cais, Old Bawn Road, Tallaght, Dublin 24",3,1,
335000,"Apartment 9, Alexandra Quay, York Road, Ringsend, Dublin 4",2,1,65
250000,"Apartment 1, Kings Hall, Phibsborough, Dublin 7",1,1,46
245000,"111 Griffith Hall, Glandore Road, Drumcondra, Dublin 9",1,1,55
300000,"Apartment 90, Rathborne Court, Ashtown, Dublin 15",2,2,80
450000,"16 Somerset Street, Ringsend, Ringsend, Dublin 4",2,1,66
260000,"Apartment 5, Bank House, Dublin 8",1,1,41
265000,"10 Cloonmore Grove, Tallaght, Tallaght, Dublin 24",5,2,
490000,"21A The Maples, Bird Avenue, Clonskeagh, Dublin 14",2,1,
345000,"78 Elmcastle Park, Kilnamanagh, Kilnamanagh, Dublin 24",3,1,92
475000,"100 Newgrange Road, Cabra, Dublin 7",3,1,85
450000,"8 Oakdale Drive, Ballycullen, Dublin 24",3,3,102
295000,"27 Rosevale Apartments Howth Road Raheny Dublin 5, Raheny, Dublin 5",2,1,62
359950,"7 Daletree Close, Ballycullen, Dublin 24",3,3,89
289000,"4 The Close, Millbrook Lawns, Tallaght, Dublin 24",3,1,99
295000,"10 Thomastown Crescent Sallynoggin, Sallynoggin, Co. Dublin",3,1,78
595000,"4 Garrynure, Milltown, Milltown, Dublin 6",3,2,86
220000,"65 Pinebrook Vale, Clonsilla, Clonsilla, Dublin 15",3,1,74
475000,"Apartment 19, Sorrento Court, Dalkey, Co. Dublin",2,1,79
300000,"132 Kilworth Road, Drimnagh, Drimnagh, Dublin 12",3,1,
495000,"44 Eastmoreland Court Eastmoreland Place Ballsbridge Dublin 4, Ballsbridge, Dublin 4",2,2,64
795000,"7 Dunville Avenue Ranelagh Dublin 6, Ranelagh, Dublin 6",3,2,101
395000,"1, 4 Ardee Street South City Centre Dublin 8, Dublin 8",3,2,123
295000,"4 Silverton 132 Ranelagh Dublin 6, Ranelagh, Dublin 6",1,1,49
295000,"4 Silverton 132 Ranelagh Dublin 6, Ranelagh, Dublin 6",1,1,49
425000,"20 Cairnbrook Avenue, Carrickmines, Carrickmines, Dublin 18",2,2,104
475000,"6 Morehampton Square, Donnybrook, Donnybrook, Dublin 4",2,1,60
299950,"3 Oldcourt Lodge, Ballycullen, Dublin 24",2,3,95
220000,"Apartment 126, Burnell Square, Mayne River Way, Balgriffin, Dublin 13",1,1,48
775000,"57 Rathdown Road, Phibsborough, Dublin 7",3,3,175
310000,"126 Gleann Na Ré­, Druid Valley, Cabinteely, Dublin 18",2,2,64
2500000,"Sleepy Hollow, 5A Temple Villas, Rathmines, Dublin 6",3,3,200
250000,"Apartment 20, Manor Court, Clonsilla, Dublin 15",2,2,78
875000,"10 The Court, Donnybrook, Dublin 4",4,3,
1000000,"Nurney, Shanganagh Road, Ballybrack, Co. Dublin",5,2,244
740000,"36 Saint Fintan's Villas, Deansgrange, Blackrock, Co. Dublin",4,1,104
285000,"84 Knockmaree, Chapelizod, Dublin 20",2,1,58
400000,"23 Coolatree Park, Beaumont, Dublin 9",3,1,85
375000,"17 Brian Terrace, Fairview, Fairview, Dublin 3",3,1,77
395000,"2 Monaloe Crescent, Blackrock, Co. Dublin",,,038
795000,"2 Monaloe Crescent, Blackrock, Co. Dublin",3,2,120
375000,"Apartment 10, Oldfield Hall, Ticknock Park, Sandyford, Dublin 18",3,2,109
675000,"13 Old Navan Road, Castleknock, Dublin 15",4,2,145
450000,"302 Grace Park Manor, Drumcondra, Dublin 9",3,2,98
400000,"25 Quartier Bloom, Ormond Quay Lower, North City Centre, Dublin 1",2,1,69
299000,"Apt 1, Sandon Cove, Castle Avenue, Clontarf, Dublin 3",2,1,58
550000,"7 Riverwood Chase, Carpenterstown, Castleknock, Dublin 15",4,3,
230000,"Apt 11, The Maple, Grattan Wood, Hole-In-The Wall Road, Donaghmede, Dublin 13",2,2,65
295000,"Apartment 116, Rockview, Blackglen Road, Sandyford, Dublin 18",2,2,75
345000,"118 Mourne Road, Drimnagh, Dublin 12",3,1,80
1100000,"59 Sandymount Road, Sandymount, Dublin 4",4,2,137
220000,"30 Melville Drive, Finglas, Dublin 11",2,2,61
975000,"20 Hyde Park, Dalkey, Co. Dublin",4,2,137
330000,"8 Beechfield Haven, Shankill, Dublin 18",2,1,63
825000,"12 Wesley Road, Rathgar, Rathgar, Dublin 6",3,2,128
230000,"Apartment 8, Delhurst Court, Ongar, Dublin 15",2,2,
425000,"36A Laurel Park, Clondalkin, Clondalkin, Dublin 22",3,1,98
265000,"24 Ardee Court, Cork Street, Dublin 8",1,1,50
850000,"65 Orwell Gate, Marianella, Rathgar, Dublin 6",3,2,112
665000,"39 Johnstown Road, Cabinteely, Cabinteely, Dublin 18",4,2,150
440000,"70 Saint Patrick's Park, Stepaside, Stepaside, Dublin 18",3,1,84
274950,"12 Ballentree Crescent, Tyrellstown, Tyrrelstown, Dublin 15",3,3,
219950,"87 Lanesborough Square, Finglas, Finglas, Dublin 11",2,1,
435000,"20 Moyclare Park, Baldoyle, Dublin 13",3,1,84
385000,"Beechwood Court, Stillorgan, Co. Dublin",2,2,65
350000,"Apartment 15, Vernon Court, Clontarf, Dublin 3",2,1,
495000,"199 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",2,1,57
550000,"40 Glen Drive, The Park, Cabinteely, Dublin 18",3,1,97
295000,"Apartment 41, The Tallow Building, The Village Centre, Ashtown, Dublin 15",2,2,71
550000,"123c Malahide Road, Donnycarney, Dublin 3",3,4,125
450000,"40 Ballintyre Walk, Ballinteer Avenue, Ballinteer, Dublin 16",3,3,104
495000,"20 Greendale Avenue, Raheny, Dublin 5",3,2,96
850000,"127 Braemor Road, Churchtown, Dublin 14",4,3,140
375000,"7&7A Edgewood Lawns, Blanchardstown, Dublin 15",6,3,167
389950,"36 Hillcrest Park, Glasnevin, Dublin 11",3,1,
525000,"15 Riverwood Green, Castleknock, Castleknock, Dublin 15",3,3,117
950000,"53 Orwell Hall, Marianella, Rathgar, Dublin 6",3,3,121
989000,"52 Orwell Hall, Marianella, Rathgar, Dublin 6",3,3,133
330000,"29 Linnetfields Rise, Castaheany, Clonee, Dublin 15",3,3,97
425000,"Apartment 34, Shrewsbury, Donnybrook Castle, Donnybrook, Dublin 4",2,2,61
495000,"316 Swords Road, Santry, Santry, Dublin 9",4,3,156
349950,"1A Foxhill Lawn, Baldoyle, Donaghmede, Dublin 13",3,2,
289950,"4 Kenmare Parade, Phibsborough, Dublin 7",2,1,
220000,"65 Pinebrook Vale, Clonsilla, Huntstown, Dublin 15",3,1,74
435000,"17 Lullymore Terrace, South Circular Road, Dublin 8",3,1,83
225000,"Apartment 23, Kelly's Court, Dublin 1",1,1,45
495000,"1A, Blessington Court, Phibsborough, Dublin 7",4,4,117
545000,"33 Susanville Road, Drumcondra, Drumcondra, Dublin 3",3,2,
1300000,"59 Granville Road, Blackrock, Co. Dublin",7,3,260
310000,"14 Niall Street, Stoneybatter, Dublin 7",2,1,47
475000,"17 Brookfield Green, Kimmage, Dublin 12",2,3,80
625000,"18 Marley Lawn, Rathfarnham, Dublin 16",4,1,118
235000,"68 Waterville Terrace, Blanchardstown, Blanchardstown, Dublin 15",2,2,72
360000,"37 Abercorn Square, Inchicore, Inchicore, Dublin 8",4,2,85
274950,"311 Kildare Road, Crumlin, Crumlin, Dublin 12",2,2,
210000,"Apartment 84, Annia Livia, Viking Harbour Apartments, Dublin 8",1,1,47
940000,"23 Wilfield Road, Sandymount, Sandymount, Dublin 4",4,1,127
250000,"100, Block E, Westend Gate, Tallaght, Dublin 24",3,2,84
249950,"144 Mount Garrett Park, Tyrellstown, Tyrrelstown, Dublin 15",3,3,
350000,"23 Tyrconnell Park, Inchicore, Inchicore, Dublin 8",3,1,92
149950,"34 Castlecurragh Heath, Mulhuddart, Blanchardstown, Dublin 15",1,1,
1200000,"59A Inchicore Road, Inchicore, Dublin 8",6,6,202
1250000,"Carraig, Tibradden, Rathfarnham, Dublin 14",5,3,238
525000,"32 St Anne's, Kimmage Road West, Kimmage, Dublin 12",4,3,111
280000,"46 The Millhouse, The Steelworks, Foley Street Dublin City Centre, Dublin 1",1,1,60
650000,"Saint Anthony's, 141 Saint Mobhi Road, Glasnevin, Dublin 11",3,2,
375000,"15 Woodlawn Court, Santry, Santry, Dublin 9",3,3,88
310000,"49 Monastery Gate Green, Clondalkin, Clondalkin, Dublin 22",3,3,
315000,"62 The Oak, Parkview, Stepaside, Dublin 18",2,2,77
575000,"40 College Park Way, Ballinteer, Ballinteer, Dublin 16",3,3,
190000,"Apartment 27, Temple Court, Dublin 7",1,1,32
224950,"1 Melville Park, Finglas, Dublin 11",2,2,
685000,"Hanover Court Grand Canal Dock Dublin 2, Grand Canal Dock, Dublin 2",2,,80
325000,"40 Park Drive Lawn, Castleknock, Dublin 15",2,1,62
485000,"101 Church Road, East Wall, Dublin 3",3,2,105
395000,"3 Parkside Place, Balgriffin, Dublin 13",3,3,110
470000,"6 Bolton Grove, Ballyboden, Dublin 16",2,2,85
560000,"5 Bolton Grove, Ballyboden, Dublin 16",3,2,119
595000,"15 Croydon Green, Marino, Dublin 3",3,2,106
795000,"64 Pecks Lane, Castleknock, Dublin 15",4,3,168
295000,"29 William Street North, North Strand, Dublin 1",2,1,86
295000,"20 Old Court Lodge, Firhouse, Dublin 24",2,1,69
450000,"16 Kinvara Park, Navan Road (D7), Dublin 7",3,1,
290000,"43 Rathborne Court, Ashtown, Dublin 15",2,2,
750000,"42 Shrewsbury Square, Ballsbridge, Dublin 4",2,2,97
230000,"3 Collegefort, Castleknock, Castleknock, Dublin 15",2,2,69
395000,"Apt 4 The Aston Building, 2 Aston Place, Aston Quay, Dublin 2",2,1,69
430000,"9 Bargy Road, East Wall, East Wall, Dublin 3",3,2,
295000,"17 Glenaan Road, Whitehall, Dublin 9",2,1,75
900000,"191 Harold's Cross Road, Harold's Cross, Dublin 6",7,4,218
299950,"238 Mourne Road, Drimnagh, Drimnagh, Dublin 12",3,1,
295000,"8 Watermill Court, Raheny, Dublin 5",2,1,60
750000,"153 Clonliffe Road, Ballybough, Dublin 3",10,,
1150000,"Creevagh, 29 Greenfield Road, Mount Merrion, Co. Dublin",4,2,188
280000,"299 Cherrywood Lawns, Clondalkin, Dublin 22",3,1,
400000,"The Gables, 19 South Dock Place, Ringsend, Dublin 4",2,1,76
184950,"102 The Plaza, Ballymun, Dublin 9",2,2,
425000,"9 Palmerstown Court, Palmerstown, Palmerstown, Dublin 20",4,2,138
189000,"Apt 30 The Academy, Park West, Dublin 12",1,1,
299950,"18 Woodlands, Mulhuddart, Clonsilla, Dublin 15",3,1,
375000,"4 Brookfield, Artane, Dublin 5",3,1,85
695000,"204 Lower Kilmacud Road, Goatstown, Dublin 14",4,3,138
210000,"Apartment 25, Beaumont Hall, Beaumont, Dublin 9",1,1,40
495000,"30 Rose Park, Dun Laoghaire, Co. Dublin",3,1,
560000,"36 Glen Drive, The Park, Cabinteely, Dublin 18",3,2,118
260000,"Apartment 25, Norseman Court, Stoneybatter, Dublin 7",1,1,56
250000,"24 Longdale Terrace, Ballymun, Ballymun, Dublin 9",3,2,90
1300000,"29 Waterloo Lane, Ballsbridge, Dublin 4",3,4,141
1200000,"41 Orwell Place, Marianella, Rathgar, Dublin 6",3,3,130
475000,"Apartment 13, Rowan Hall, Millbrook Court, Milltown, Dublin 6",2,2,86
230000,"30 Belcamp Grove, Priorswood, Dublin 17",3,1,
299950,"25 Northbrook Avenue Upper, North Strand, North Strand, Dublin 3",3,1,
495000,"2 Dalriada Green, Knocklyon, Dublin 16",3,4,125
495000,"47 Windermere, Clonsilla, Clonsilla, Dublin 15",4,3,142
380000,"15 Coolgariff Road, Beaumont, Beaumont, Dublin 9",3,1,81
395000,"8 Coolgariff Road, Beaumont, Beaumont, Dublin 9",4,2,120
395000,"8 Blackhall Place, Stoneybatter, Dublin 7",2,1,72
285000,"Apartment 12, Stanley Court, 62/63 Prussia Street, Stoneybatter, Dublin 7",2,2,58
,"2 Bolton Grove, Ballyboden, Dublin 16",2,2,92
610000,"196 Castlemoyne, Balgriffin, Dublin 13",5,4,174
485000,"1a St Vincents Cottage, Blackhorse Avenue, Navan Road (D7), Dublin 7",2,2,
485000,"1B St Vincents Cottages, Blackhorse Avenue, Navan Road (D7), Dublin 7",2,2,
259950,"60 Churchwell Drive, Belmayne, Balgriffin, Dublin 13",2,2,70
375000,"24 Rehoboth Place, South Circular Road, South Circular Road, Dublin 8",3,1,73
290000,"196 Palmerstown Woods, Clondalkin, Clondalkin, Dublin 22",3,1,82
375000,"54 Crotty Avenue, Walkinstown, Dublin 12",3,2,111
395000,"6 Upper Cross Road, Rialto, Rialto, Dublin 8",3,2,103
725000,"Station House, Dalkey, Co. Dublin",1,2,139
295000,"410 Beacon One, Beacon Court, Sandyford, Dublin 18",1,1,50
575000,"61 Broadford Close, Ballinteer, Ballinteer, Dublin 16",3,1,105
475000,"9 Abercorn Terrace, CIE Works, Inchicore, D08, Dublin 8",3,1,88
475000,"14 Cian Park, Drumcondra, Dublin 9",3,1,109
325000,"End Cottage, 544 Ballymount Road Lower, Walkinstown, Dublin 12",3,1,85
324950,"52 McKee Avenue, Finglas, Finglas, Dublin 11",3,1,
375000,"10 Poddle Park, Kimmage, Dublin 12",3,1,95
385000,"52 Annamoe Drive, Cabra, Dublin 7",2,1,60
380000,"52 Parkside Gardens, Balgriffin, Dublin 13",3,3,123
550000,"3 Glendoher Drive, Rathfarnham, Rathfarnham, Dublin 14",4,1,137
290000,"66 Belmayne Park South, Balgriffin, Belmayne",2,2,70
735000,"339 Howth Road, Raheny, Dublin 5",3,1,118
695000,"120 Whitebarn Road, Churchtown, Churchtown, Dublin 14",3,3,159
315000,"48 Glin Road., D17VH21, Coolock, Dublin 17",3,1,65
525000,"8 David Road, Drumcondra, Dublin 9",4,1,127
1200000,"24 Chelmsford Road, D06KT50, Ranelagh, Dublin 6",8,,185
2075000,"Woodmancote, Killiney Hill Road, Killiney, Co. Dublin",4,4,251
350000,"Apartment 67, The Tannery, The Coombe, Dublin 8",2,2,92
375000,"Apartment 15, The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",1,1,50
595000,"35 Saint Peters Road, Phibsborough, Phibsborough, Dublin 7",3,1,110
595000,"24 Johnstown Court, Cabinteely, Dublin 18",3,2,116
645000,"15 Vale View Lawn, D18K3C7, Cabinteely, Dublin 18",4,2,130
325000,"243 Larkhill Road, Whitehall, Dublin 1",2,1,
369000,"7 Kilcross Drive, Sandyford, Dublin 18",4,1,
360000,"5 Hillcrest Manor, Templeogue, Templeogue, Dublin 6W",2,2,62
695000,"11 St Columbas Road Upper, Drumcondra, Dublin 9",2,2,137
1395000,"77 Haddington Road, Ballsbridge, Dublin 4",4,4,235
425000,"1 Darley Street, Harold's Cross, Dublin 6",2,1,60
275000,"38 Mary's Lane, Smithfield, Dublin 7",2,1,
230000,"67 Rossmore Road, Ballyfermot, Dublin 10",3,1,
575000,"20 Cherry Lodge, Famleigh Woods, Castleknock, Dublin 15",2,3,
595000,"17 Ballinteer Drive, Ballinteer, Dublin 16",3,2,130
450000,"13 Keane Hall, Collegewood, Castleknock, Dublin 15",3,2,
625000,"17 Ashbrook, Howth Road, Clontarf, Dublin 3",3,3,122
275000,"Apartment 7, 20 Highfield Road, Rathgar, Dublin 6",1,1,42
895000,"18 Charleville Road, Phibsborough, Dublin 7",5,5,200
395000,"87 Glasnevin Downs, Glasnevin, Dublin 11",3,2,74
825000,"3 Eglinton Terrace, Donnybrook, Dublin 4",3,3,102
300000,"2 Deerpark Way, Kiltipper, Tallaght, Dublin 24",3,3,100
430000,"9 Woodlawn Park Drive, Firhouse, Firhouse, Dublin 24",3,1,
550000,"15 Priory Walk, Manor Grove, Terenure, Dublin 12",4,3,127
